nohaaa,2a5eraaan
y2ma a23da lel atnen al gay,annharda 7kara w a2olko
isa,Ok
bosy ana 3awza alef 3ala lebs isa law bokra msfrtesh 3awza aro7 car4 aw san.,7tegy mona2shet lamia?
:),al 7ad L gay  isa
:),mn 11 l 2 try plz
essso gaya,I will try sweetheart
<Media omitted>,<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Rbna ykremek,:)
3o2bal ma nfra7 beki ya rab,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),3
:),:)
mona tell me nzamek bsor3a 3shan al7a2 anzel plz,:)
:),:)
Sorry,:)
:),:)
:),:)
Radwa,Bby
3amla eh,:)
:),:)
:),:)
:),:)
:),:)
:),:)
Bokra 3ndek duty tswer,M3ayaa
:),:)
:),:)
:),:)
:),:)
I wanna see you,:)
:),:)
:),:)
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
Mhmd,El password eh
Bta3 wifi,An 5arg lw7do
:),Msh fakro u
Ana naym mst8ty,moamen#1122
A3ml restart l rowter kda,:)
Hhhhh,Ty.
Tyb,:)
Done,Tmm
Thnx,:)
:),Azik
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Ok ya rudy,:)
:),:)
Chi ,:)
:),:)
:),:)
:(,:)
:),Ok 7ar awy
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Ok,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Yes,:)
:),:)
:),:)
:),:)
:),:)
:),:)
Omar,"Yero7 2ldar 2keed at 4.00
Or ...???"
:),:)
:),:)
:),Ok
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Nice pic,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
034270988,El serum lw7do
3amel 125,W el magmo3a
3mla 380,Fe el wards el byda Eli fe fawzy mo3az
Yes 7b3tlk rkmhom tt2kdy,4241100
El 7gn el kbeeer b 329,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Ya ksofy,:)
:),:)
:),:)
:),:)
:),Ok
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Thanx rody 3o2balk 7abibty
:),:)
:),:)
:),:)
:),:)
:),<Media omitted>
:),<Media omitted>
:),:)
<Media omitted>,:)
<Media omitted>,:)
:),<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Nody hatwa7shinaaaa awiiiii
:),<Media omitted>
:),:)
Troo7y w tegy blsalama isA w rabena ytaQabal mnnk ya raaab,:)
:),:)
:),:)
:),:)
:),:)
Ba6lty t cancly le ya hanm,:)
:),:)
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
Roudy m3lesh ma3raftsh arod 3liky,Enty rg3ty Alex wala lsa
:),:)
:),:)
W7shennnnnny,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),<Media omitted>
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
El7 tmm,Enti el7bibti
Tmnini 3liki,:)
Daimn isa,:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,Kol sana w antoum tayebin
Lol sana. We. anto tybeeeen,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Yes
:),Mabrooook :D :)
:),:)
3mlt eh,Gbtha
Bs rag3t nset a5od mn remo el keys,Kasrt el afl
Hhhhhhhhhhhhhh,Dh eh youm shemal Dh:-)
Ah walahy,7aga teet
Hhhhh,W tnt gat 3la tol wla etlta3t
Ggat 3ala tool,El 3atlny kasr el afl
Tyb 7md,Reham d2a el mosmaar laz2 fe el baab
Msh bytl3,Hhhhhhhhh
M3lsh :-p,Ah walahy hatro7i tla2y el head bta3t wl mosmar at2tmy
At2tmt *,W mtl3sh bardo
:D,Sany3y shater
Ana ba2aaaa get l2et 7mamaaaa s3bt 3la tamer f mtyrhaaaa f sh2aaaa,Hehehhehehehehe
Hhhhh,W tart
3malaaa thbl,Hhhhh
:),:)
<Media omitted>,:)
:),:)
Saba7 el 5eir,Sa7yeen ?
Alo,Eih ya gma3a ??
Kol dah noum ??,:)
Kol dah noum ?,:)
Zay ba3do,3amleen eih ?
:),A3ndek bernamig line aw we chat ??
:),Lih bas ?
:),Nazly line kida negarab !!
Ah bayen,:)
Ok,:)
Tmam,W eshtaghal m3aky ??
<Media omitted>,:)
:),Mervet.abdo.vcf (file attached)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,:)
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
Saba7 el 5eir,Kol sana w enty tayba ya ostaza
:),:)
:),:)
<Media omitted>,:)
:),:)
<Media omitted>,<Media omitted>
:),:)
:),:)
:),:)
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,Kol sana w enty tyba ya rody
:),Looool
3afwan,3aml eh
Wa7shteni,:)
:),:)
Isa,Hatro7y fara7 asmaa
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Mo2aaaa,Sba700
Saba7,7biby
:),Walahy ya ahmed m7dsh rady
Ya5odha,:)
T2ela Awy b3haa,:)
:),:)
"Hs8rk leh 
Ana b7awl",Enta fahmni
:),Nestle b2t t2ela 3shan gw
Ma ana oltlk ok hshoflk,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Saba7,Azik ya m3lm
Tamni eh el donia,:)
:),"W enta walahy ya sa7by 
Tamni waslt l eh"
:),Rabna yshlk omork ya sa7by
:),:)
:),:)
<audio omitted>,Ok fol
Eshta,:)
A2olo tb3 meen ana,:)
Hat rakmo w a2olo ani tb3 basioy,Basiony wala eh
<audio omitted>,:)
:),Hhhhhh hbib alb omi
<audio omitted>,:)
:),Hashofha bkam lsa
Hwa 3ayz ytl3 emta,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Ana ba2ol ya gama3a tego 3andy 2a2rab basal el7era de
:),Hhhhhhh
:),La2 7'ales
Meen kaman,:)
:),3eeb 3aleky ya radwa
Ana ha2ol keda barfo,Bardo*
Ma sha2 allah,Allah akbar rabena ybarek feha 3asila 7'ales
:),Alla Allah Allah 7'yana
Eh el7arakat de,:)
:),:)
:),:)
:),Wenty men ahl el7'eer
:),:)
Mtab3a kol eltafaseel,Aywa tab3an
:),:)
:),Hhhhhh
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),<Media omitted>
:),<Media omitted>
<Media omitted>,<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<image omitted>,<image omitted>
<image omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,:)
<Media omitted>,:)
Rody 3mla eh w el bard 5f wla lsa,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),What's app
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Ok
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
La ya koko ana kont fe cairo w get anharda w lesa sha7na w kont ml5oma awy,Sherif safer ambare7 w kona bnwaslo
:),:)
:),W a7na waslna alex al sa3a 12
:),Bokra iaa
Iaa,Isa
Enty 3amla eh?,:)
Enty elly 3asola ya rody,Ana kaman zah2ana
T3aly nsafer,T3aly nrtbha bgad
Isa nro7 hurgada youmen,Aw nro7 al sa7el m3 b3d w nbat
:),7t2olek mt3rfehash tani
Tamntini,Mtgelna bokra shwaya
:),Enty agaza
:),:)
Ok waiting for ur call,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Yes,:)
:),:)
:),Salamtek alf salama
:),:)
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
Alo,Radwa
Enty fi el home ??,Tayb ana ha call 3la line
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
rodi,eyh a7'bar ahmed??
fe gedid,y 3eyon miss dalia
alo lo eyh,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,<Media omitted>
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Rody estnny matlbsesh ela lma aklmk,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Ok
:),:)
Alo,:)
:),:)
:),:)
bosy y rodi 7'ali sa7betek tegy badri mn 9 or max 10 am,asli mashya at 11 am
:),Radwa
Ana fi el home,Lama 5alto tefda 2oulely
Ok,:)
radwa.plz telephone mahi f beyt,thk.ks radwa
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
mo2men ezaik,Tmm azik ya reem
tmam el7,kont 3izak fe 5edma 
kont 3iza 50 kanz  yom el lela bta3ty,Ok eshta
hya el box feh kam w7da ??,Need them eh w agbhomlk emta
Hshof bokra w 22olk,5las ok ana gaily 3dd fe 7dod 40
ana 2olt ageb 50 e7tiaty,law yenf3 yeb2o kaza no3 
Ok hya box 24 cans,Y3ni 2 7lw
tmam yeb2a 2,7lw
Eshta,box pepsi we box tfa7 a5dr
maslun,3izahom el arb3 ely gay l2a ely b3do isa
Eshta,abl el fr7 biom
Agbhm whn,Tyb tmm
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Made in Italy,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),<Media omitted>
:),:)
:),:)
A7med gay Kaman sa3a,:)
:),Kan nefsy ashofko tani
Yareet tb2a to7fa,Yarab
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,<Media omitted>
:),<Media omitted>
:),:)
:),:)
:),:)
:),<Media omitted>
:),<Media omitted>
<Media omitted>,<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),<Media omitted>
<Media omitted>,<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
isa :* good night :*,:)
:),:)
:),:)
:),:)
<Media omitted>,<Media omitted>
Aywa b2aaaaaaa,Ya ro7 boda
O2mor,2ol
Ah,2oltelha eh0
W heya 2let ah,El tagel dh 3'reb
Msh 3aref 3yz a,Hya elly 2ltly ana 7ro7 b taxi
2oltlha mynf3sh,2ltly l2a
Yosef 7yb2a m3aya,Bs ento t3alo 5odony
Ana m2oltelhash ro7y b taxi,Hya elly sammt
Yb2a tsh tki leh,Ana t3bt mnhom wlahy
Hhhhh,L2a 3eeeb
Ana f el 2hwa,:)
:),Buda
:D a 2l dl3 dh,Kol youm 7wdek 2l 2hwa kda :D
b2olk 7bebi,Tant klmtny
Bt2ily abdallah klm bbah,2oltlha 2lly 7sl
2ltly brdo klmha w 2fsh w 2fl 2l ska fe weshaha,Bt2oly 3lshan kont bdaf3
Msh s2ltha b2a bdaf3 3n a,B3den btklmny 3n bokra
Swany mory buzn,Bt2oly yrdeky abdalah ya5ok al 3rabya w ana arkb mwaslay
Msh 73rf a2olk keda,Lma 73mlhalek
Oltlha m3lsh ya tany n2gl mshwar bokra,2ltly l2 hwa by2oly 2tf2 m3 2ady
2ltly 5lad mtt25rosh bs alshan t5dony,2oltlha ok
Msh 3rfa b2a,Kbr dma3'k hya shklha mdy2a bsbb 3mo saeed
Sebk 2nta mtgeb bosa btot,. Ya 2bny dh gmalo
Msh by2olk 2lmmno3 mr3'ob,:)
Awi b2a,7ro7 agebo w ana gay
Mfesh 3and krim,F wa7ed lesa 2yly l2a
Budy 2b3t ezay pic 3n try2 2l face,2l chat bta3o
Buda lw karem m3ak 5leh ywsy 2l mrato tgbly 3 3lb mslun vidrop 3lshan msh mwgod,L2eto fen msh fhma
Ana 3la barclons,Kol dh
Yaah azik,3amla eh ya omima
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,:)
:),:)
:),:)
<Media omitted>,:)
:),"Wallhe ya yasser ana
5aifs 3aleek 5ear allhm ag3lh 5esr"
:),:)
:),<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
<Media omitted>,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Sal7y el 5at tal3y shre7a abos edek
:),Ouuuuuuuuuuuuuuuuuuuuh
MSaaaaaaaa,:)
:),Wllahy gamil gadnnn msa
:),:)
:),:)
:),:)
:),:)
Hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,:)
:),:)
:),Laaa nktb asr3 3l net
Oxem.bllah lsa ayl l so7aby 3leh !!!,Ouuuf msaaaa
Lala fokek el mob da gamd bs,El kam ench
Wllahy a7sn ml sumsung w el sony kman msa,Wa7d sa7by gayba msa bgd
:),:)
:),:)
Msh mohm 7nst7ml.el.mob gdid,:)
Hhhhhhhhhhhhhhhhhhhhhhh fen ayam.omima lma kant bttntt 3laya w hya btktb 3l kayboard !!!,W t3ala bos bktb mn 3'er mabos
7ata ole kda 3la ay 7arf,H3h3h3
:),:)
Alpe,Ro7y e3mle el akl rbna ysl7 7alk
:),:)
:),Basha
<Media omitted>,<Media omitted>
7ader,Hagaaaas b2a
:D,B 1000 flsna
Hhhhhhhhh,2sasy
3lala tfrgo l7d,Tb3n
Lazm tb2a fg2a,Hhhhhhhhhhhhh
Dazma,W2na bshtreh bnat w2fen 2loly allah 5tobtk wla ktb ktabk
Hhhhhhhhhhh,Alcatel
W ro7na 2l 4seasons,Bs b2aaaaa
Wtrtny de 2sr3 7aga 3ndy,Tslm ya solim
3aaaaaa,Mobtd2a b2a
Gtk 2l 2raf 3sbtny,Hhhhhhhhhhhhhhh Hhhhhhhhhhhhhhh
2nta msh gd3 yad,Hhhhhhhhhhhhhhhh
Kok,N3m
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:D,27m
Bgmlt 2l baltga,Momkn tgbly bzyada 3lshan 2klo bokra 3lshan 2nta nbtshy w kda
Hhhhh,Mmmm
Yb2a bokra nakol renga a r2iq,Mnen ya 5oia mflsen 7drtk
Lma t2bd n3ml 2klt fse5 7elwa,Gtk 2l 2raf. Leh fkrtny
Hhhhhhhh,Hhhhhhhhh mno loh hwa kman
Sbaaaaa7 el fooool 3amoooooooooory,7ababeeeeeiiiii
Ys 5raaasyyyyyyyy,3asaaaaaaaaaal
<Media omitted>,3mory by2olk sba7 2l fol
B3d ma 3ml pepe lw7do w 25d shower,W nam dlw2ty 3lshan mama 2ltlo nomk 3bada
<Media omitted>,Dh 2bl ma nam
2ho 2nta ;),Klimto 2ly mashy
W at7rk mn 3omran,Z7ma gedn
Budy 2odamk 2d a,M3lsh 7bebi
Wslt fen ya 2mary,<Media omitted>
:),<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),<Media omitted>
:),:)
:),Hhhhhhhhhhhhhhhh
Gaamd awiii walhii,:)
:),:)
<Media omitted>,:)
:),Msa rbna y7mek ya omar <3
:),<Media omitted>
3mor bysb7 3leko,Islam 2na 3'ltana 2ny 3brtk 2sasan :D
:),:)
:),:)
:),:)
:),7beb babaaaaa
<Media omitted>,:)
7bebi,Buda
Ok,L2a koly enti ana 7geb w ana gay
L2a,7geb w ana gay
Lw g3ana koli entii,Ana lesa .5 s3a w at7rk
W kman aro7 ageb el 7aga,Mmken at25r
L2a,F m7adra bs
Leh,Ok
Mashy,<Media omitted>
Budy 2akol 2l esh b2l l7ma 2lly hena w 2nta gay tgeb lnfsk wla a,Lw msh 7t2dr msh moshkla 2na momkn 2akol 2y 7aga
Akef,2na momkn 23ml shwyet lsan 3sfor
Tieb 2stnak nakol sawa,Tieb
Malk,2nta mtday2 ya 2oda
Ok,Buda msh tgeb w 2nta gay
2na l2et 2 r3'ef w nos,2na 25ry wa7ef
:),:)
:),<Media omitted>
:),:)
:),:)
:),:)
http://scontent-b-cdg.xx.fbcdn.net/hvideo-xpa1/v/t42.1790-2/853546_757504464275971_1488991303_n.mp4?oh=ff6d5d16e83308210e9656d0feff6ab4&oe=5416A387,:)
:),:)
:),:)
:),:)
:),:)
:),:)
Aya 7bebee,Buda
5alas masho,Buda
Klmtny,Baba
<Media omitted>,Kok
Sybny lw7dy leh,:)
Mmmmm,Tybe m tegy
<Media omitted>,:)
:),:)
Roudy mobilk m2fool,:)
N3m 7bebi,T3bt mn shylt 3omr
Rmyah 3la 2l srer,7adr
<Media omitted>,Sba7 2l 5er ya baba
2na b3d shower 2l nahrda,Msh byd7k leh
Hhhh,Bthzty
Bthzry,Ana btklm bgd
:),:)
:),:)
:),:)
Buda,2stna 7s2lo
<Media omitted>,:)
:),<Media omitted>
:),<Media omitted>
:),Hwa 2l bwab 2t25r kda leh
Hwa 2lk 7ygbhom 2l sa3a kam,:)
:),:)
:),Kok
Mbrooooook,3ayza a b2a w ana mrw7
Bs keda,Hhhhh
Mashy 7ader,N3m
Kok sh3'lt 2l viber,Heeee7
:D,Btates w tmatem w basl
Dh llnharda y3ny,L7d ma n2bd w 7ftry
:),:)
<Media omitted>,:)
:),:)
:),<Media omitted>
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
Tauntieeee 7abibtyyyy,Ana Amyyyy
Ezaykkkk ??,Momkn 7adrtk tb3tily el ad3yaaaah plz :*?
Rabna y5liky lya y tauntiee,:)
Taunt ana 3yza el pictures mmkn  ?,:)
Fen sorty ana w 7adrtk,:)
:),:)
:),:)
:),<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,:)
:),:)
Omima,Sba7 el nour 
3mla a,M7tasa f mwdo3 el couafor
Ah enas de Msh 7tnf3,Ro7tlha embara7 2altly 7tgelk bs 3ndha 3 3ryas 2blya
7tgely wla 7 kda,De btegy rl bet ya3nu
Aha Mna s2lt kza wa7da mn dol,F mnhm el 8lyen
W fe Msh bylfo tor7,Hya hna f Alex de
Tyb mashy 7shof el etnen dol kda 3 face,Mashy tmam
ah shoft malak de 7lwaa,7tb2a bkam ya3ny
Mashy 7shof w a2olk,Aha ma estha kolo 7lw 
Zai enas de msln,F walied da
Bs Msh 3rfa kwis wla eh,Ya slam men de
Mrwa,Fen f roushdy tyb
Ana bra asuln momkn a3dy 3lyha nw,Ya3ny lw Msh z7maa w kda 3ady aro7
Enas de faze3a el mkan so8yer w z7ma gedn,L2
Kont bfkr ar7o bardu,Hya 3 shara3 abo2ir
Msh l2ya,"Hwa esm el
M7l kda"
Boba,Sba7 2l fol
2l 7dl,2nty 3nla a
Hhhhhh,Lesa
Tb bosy,Leh
L2 fokk,Bosy kda
2emly search 3la,Malak ahmed makeup artist
2na kont 73ml 3ndha to7fa,Bs yarap tb2a fadya
Shofy kda sho3'lha,Ah
Ah ya boba,Fe brdo safy darwesh
Tb 2stny,Fe dr marwa el khateb
De s3rha 7elw w sho3'lha 7elw,Shofy w 2ly t3gbk nzbt
Wsltlhom wla a,Tb safy w marwa
Bosy 2r5s w7da 7tb2a marwa,Y3ny momkn 1200 mslun
Shofy bs sho3'lha. Lw 3gbk 2klmhalk,Wslty
Hna fen :D,Tb ma de 2l coifeur bteha fe roshdy
Ah,2bl 2l deep mall b7aga bseta
Fe wesh hossam kda,Boba 2nty 3yza 7d ygelk 2l bet wla 7d 3ndo coifeur tro7elo
Tb ro7y,2nty ro7ty tamer ghoniem
2b2y tmneny 3mlty a,Ah
Bosy 2na msh ro7t 2bl kda bs 7tla2y pic leha kda,Ah
Boba dh rqmha,Lw msh 3rfa twsly klmeha
Eh 2l 25bar,Ro7tlhaa el mkan m3fn hnak w Msh btegy el beet
7lw ?,Hhhhhh Maahy 7shofo
Ana 5laas at5n2t 3aiza ay 7d w 5las,Eh
Aiwaaa,Bgd kan gamil walhy
Hhahhhhahhahahahhahahahahhahahahha,Aiwa Mna fhmt
Dw Msh 72ol l7d,Bs kan gamil walhy
Ana 7ro7 acacia lw fe 2oda hnak 75ly Marwa de tgely,Lw mnf3sh b2a momkn aro7 l tamer
Aiwa Mna fahma,Hhhhhh Msh 3rfa bs t2rebn l2 hya 2altly enhrda momkn ta5dy 2oda b 200 gneh
Lw kda mashy Msh mohm w tgely,Aha el make up bta3ha hady
Rbna ya5leku,Ya raap
:),Hhhhhhhhhhhhhh yala zai ma tegy
Hhhhhhhhhhh l2 5er isa walhy,Tb ro7y tamer ghoniem
2l mkan henak ndef,Bosy 72olk secret
Boba,Bosy ya moza
2bl 2l secret,2y 7d 3ndo coifeur 7ygelk mt25r
3lshan lazm 2l 2ol y5ls 2l nas 2lly 3ndo,Lw 3yza 7d ygelk 2l bet mn bdry
Yb2a 7d sh3'al freelance,Zai malak kda
2l secret b2a,2na fe 2l fara7 tamer ghoniem nfso 2ly 7tly 2l make up
W bnt 3ndo lftly 2l tar7a,:D lw abdallah 3rf 7ydb7ny
Fe 2l wedding 2oltlo ygely wl suite. 2ly fe wl ka3a 2ly ok,Rbna y5leky
Fhmt 2blha byoum,Lma ro7t 23ml 2l maskat 2no 7ygely mt25r
Kbrt dma3'y 2olt bdl 2l 2la2 2no yt25r 3lya,Ro7tlo 2l coifeur
W rg3oly folos kman 3lshan lw fe 2l coifeur 2r5s,3'er lw 7ygelk 2l bet msh 7tla2y 7d y7otlk manicure w kda
5alas gamil kda,2nty mdynlk 2oda fe 2l hotel bta3 accacia sa7
Welad 2l teet 2l mfrod leky,3moman eshta wallahi marwa sho3'lha. Gamil
W2nty 2slun msa gamila,F7tb2y zai 2l 2mar isa
7bebi ya 2l2an :D,Hhhhhh malk ya bnt a 2l ya2s dh
Roudyyyy,:)
:),:)
:),:)
:),:)
:),:)
:),:)
az3al mn eyh y rody.u r gamila awii habibty w 7ata lw ma radash thnks 4 u,radwa
adfa3 lo wla kolo 3la ba3do,enti olti lo
:),:)
:),:)
Boba wslty leh fe 7war 2l coifeur,Bklmk bs m2fol w mra konty nyma 
:),Msh ya 3omry huh akid aady 3la omar
:),L2a baba ba3ny
B3d manzl w rakb get aklmo ale ana rakbt w gabt el badla,:)
Ro7t kamlt b2a w edato el babyon 3shan y3mlha,:)
Ro7t tie house la2at ames mtzbt aktr w 5mto a7law zryro a7la,Ah blzabt
<Media omitted>,:)
:),:)
La rada,Bs byry2a r5ma kda
:),Msh fahm bytklm kda leh
Kda 73ml el prova kamla w rbna yostor,Lsa flseka
Msh 3arf leh al2an,Hya lonha 7lw
Bs al2an,El tie m3 el badla m3 lon el shoes w el 7zam ...
:),:)
:),:)
:),<Media omitted>
:),:)
Nty shyfa kda ??,Fkrt wllagy
Ana lapst rl esod 3adi,Bs lsa mgrbtsh el bony
Nazl m3ahom nw,Baba rehab w mamtha w rehab
M3rfsh,3adi nazlen y3odo w alole t3ala
Wady,:)
Ouuf el gwaz da msh sahl,Hhhhhhh mna el 3res
Hhhhh 3shan y2rrony,Hwa mn a5r mara 3ayz ymsk m3aya ay klam
Wlahy ma fe 7aga wla fe sabb,:)
El gwaz da 7aga mo2rfa,:)
Hhhhhhhhh a7eh,:)
:),Acasia
Hhhhhhhhhhhh bgd,:)
Hhhhhhhhhh yala 3shan zmnhom gaeen,Wa2f mstnehom 3nd bale
:),Hhhhhhhhhhhhhhhhhhhhhhhh
:),:)
Leh,7t3mlo a
Tb 2shm3na. 2nta,Leh msh 5dony m3ahom
Y2rrok 3la a,B5sod
Tb 5ly balk b2a,Hhhhhhhhh. Ha3 2nta fe 27la mra7l 2l gwaz 2twks
B2olk 7t3odo fen,Tb 2na 7gelko sodfa b2a
Hhhhhhhhhhhhhhh. Bhzr tb3n,Ya l2em
Gaean y5dok,Hhhhhhhhhhhhhhh
Kok,Buda
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
ok bs today dafa3at aslek m radetish,ok.msh moshekla y rody.kanet 7lwa
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
thnks rody,nahla msh gaya yum el 7ad
ne2a7'ar el ma3ad,alalalala da tahdid
:),ne7'alih km
ageb lo money km??,ana 7asebto el 7'amis
1,ok
120,:)
nami.sa7ya lyh,ah akeed
:),tb 7'aliki shatra w 7'aliha 7:55
asdi 6:55 am,:)
ya3ni 3andi km,7:30
l 2:00 pm,3emoman nahla msh gya ya3ni direct 3l school isa
:),:)
:),:)
:),ana far7ana
far7ana awiii,:)
nami ba2a kefayae7tefal,byyyy
<Media omitted>,<Media omitted>
<Media omitted>,<Media omitted>
<Media omitted>,:)
:),:)
:),:)
:),Ok
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
